sub_grade,purpose,earliest_cr_line,out_prncp,out_prncp_inv,total_rec_prncp,total_rec_late_fee,last_pymnt_d,next_pymnt_d,last_fico_range_high,last_fico_range_low,policy_code,mths_since_rcnt_il,max_bal_bc,inq_fi,total_cu_tl,mort_acc,mths_since_recent_bc_dlq,target
-1.3633836302337894,-0.6790812432010244,-1.192915986614011,-0.6184837676262699,-0.6184625290521609,-0.1050684639231037,-0.3095503285162594,0.9145244394861684,0.6859943405700352,0.9819555207428816,0.9819555207428816,0.0,0.4668721580079125,-0.524835601757447,-0.5569155910281014,-0.4619959789643684,-0.8208501885713644,1.909741404182308,0
-0.5370905210011898,0.6185262278837355,-0.1488826107484341,-0.2502995057268632,-0.2502811008753779,0.7953337329567479,-0.3095503285162594,0.9145244394861684,0.6859943405700352,1.118765763967247,1.118765763967247,0.0,0.5123098376193882,-0.0705840318847496,0.1570787564438234,-0.4619959789643684,-0.8208501885713644,-0.4674228386099032,0
-0.0649230300111329,-0.6790812432010244,-0.683841861191953,-0.8799450272316315,-0.8799217763262982,2.0384428331512683,-0.3095503285162594,-1.3695903949653567,-1.4577379737113252,1.8028169800890737,1.8028169800890737,0.0,-0.6236321526675035,-0.8621826340309588,-0.5569155910281014,-0.4619959789643684,-0.8208501885713644,3.460065910351141,0
0.2892025882314097,-0.6790812432010244,-0.3818487359415795,-0.0893400143149183,-0.0893228482848589,-0.5481663229486893,-0.3095503285162594,0.9145244394861684,0.6859943405700352,0.5031196694576031,0.5031196694576031,0.0,0.0124953618931558,0.2954056729402868,1.585067451387673,-0.4619959789643684,-0.1795609787499859,-0.4674228386099032,1
-0.3010067755061613,-0.6790812432010244,-0.2524231108342765,-0.2199731653516129,-0.2199549939061846,-0.9536154304775848,-0.3095503285162594,-1.0181881127420451,0.6859943405700352,-0.3177417898885887,-0.3177417898885887,0.0,-0.5327567934445522,-0.532685815716013,3.013056146331523,4.859423674028356,0.4617282310713924,2.064773854799191,1
-1.4814255029813037,-0.6790812432010244,-1.0289768614780943,-0.377169280119585,-0.377149898817482,-0.2210559493989642,0.2310479886503078,0.4752715867070289,0.6859943405700352,-0.454552033112954,-0.454552033112954,0.0,1.739127187129231,-0.2354385250146355,0.1570787564438234,-0.4619959789643684,-0.8208501885713644,1.2379341181758132,1
-1.245341757486275,-0.6790812432010244,-0.5112743610488825,-0.8799450272316315,-0.8799217763262982,-0.0593260287491382,-0.3095503285162594,1.2659267217094798,-1.4577379737113252,-1.8226544653566072,-1.8226544653566072,0.0,-0.2146930361642225,-0.8286600987484337,0.8710731039157483,2.4405965590316634,-0.8208501885713644,-0.4674228386099032,0
0.9974538247164952,-0.6790812432010244,-0.7960107362849489,-0.5840099378506006,-0.5839889646036158,-1.054242457457563,-0.3095503285162594,-1.0181881127420451,0.6859943405700352,-0.454552033112954,-0.454552033112954,0.0,-0.3055683953871738,-0.4995876163231401,0.1570787564438234,-0.4619959789643684,-0.8208501885713644,1.3929665687926966,1
-1.245341757486275,1.0510620515786553,0.2221375145591677,0.4205818547131265,0.4205950961399748,1.3517286562912325,5.196141342657724,-1.2817398244095288,0.6859943405700352,-0.659767397949502,-0.659767397949502,0.0,-0.1238176769412711,0.7437165403578532,0.1570787564438234,1.473065713032986,0.4617282310713924,2.6849036572667244,1
-1.245341757486275,0.1859904041888155,-1.0376052364852475,-0.8799450272316315,-0.8799217763262982,0.4558421467033788,-0.3095503285162594,-1.0181881127420451,-1.4577379737113252,0.8451452775185164,0.8451452775185164,0.0,0.7394982356767664,3.3987862019117694,-0.5569155910281014,-0.4619959789643684,1.7443066507141491,-0.4674228386099032,0
-0.7731742664962182,-0.6790812432010244,-1.192915986614011,-0.8799450272316315,-0.8799217763262982,-0.5992249775952143,-0.3095503285162594,0.0360187339278894,-1.4577379737113252,0.9819555207428816,0.9819555207428816,0.0,-0.6236321526675035,-0.8621826340309588,-0.5569155910281014,-0.4619959789643684,-0.8208501885713644,2.3231612724939965,0
1.469621315706552,-0.6790812432010244,-0.5716729860989571,-0.155110330279702,-0.155092658049754,-0.2624066676680368,-0.3095503285162594,0.9145244394861684,0.6859943405700352,-2.027869830193155,-2.027869830193155,0.0,-0.6236321526675035,-0.8621826340309588,-0.5569155910281014,-0.4619959789643684,0.4617282310713924,-0.4674228386099032,1
0.6433282064739525,3.646276993748175,2.79339326669092,-0.5004404634013112,-0.5025286756618002,-0.964580215566858,-0.3095503285162594,0.2117198750395452,0.6859943405700352,-0.7281725195616847,-0.7281725195616847,0.0,-0.3510060749986495,-0.3491605434414295,0.1570787564438234,-0.4619959789643684,-0.1795609787499859,-0.4674228386099032,1
1.8237469339490948,1.0510620515786553,-0.0539704856697452,-0.8799450272316315,-0.8799217763262982,0.8514923183153512,-0.3095503285162594,1.7930301450444472,-1.4577379737113252,0.7083350342941511,0.7083350342941511,0.0,0.1942460803390585,-0.1679691185599332,-0.5569155910281014,-0.4619959789643684,0.4617282310713924,-0.4674228386099032,0
-0.1829649027586471,-0.6790812432010244,-1.106632236542476,0.0500650651990469,0.0500811583007698,0.2231813821208638,-0.3095503285162594,-1.0181881127420451,0.6859943405700352,-0.454552033112954,-0.454552033112954,0.0,-0.6236321526675035,-0.8621826340309588,-0.5569155910281014,-0.4619959789643684,-0.8208501885713644,1.8580639206433467,1
-1.4814255029813037,-0.6790812432010244,0.308421264630703,1.1933877091453338,1.1933950026877669,-0.8453787318636029,-0.3095503285162594,-1.2817398244095288,0.6859943405700352,-0.5229571547251367,-0.5229571547251367,0.0,0.3305591191734855,0.3917299198913399,-0.5569155910281014,0.9893002900336476,1.1030174408927709,-0.4674228386099032,1
1.2335375702115237,-0.6790812432010244,-0.1402542357412806,-0.8799450272316315,-0.8799217763262982,-0.2035748059832419,-0.3095503285162594,1.2659267217094798,-1.4577379737113252,0.2294991830088725,0.2294991830088725,0.0,0.0579330415046314,0.0516247043350886,-0.5569155910281014,0.0217694440349702,-0.1795609787499859,-0.4674228386099032,0
-1.4814255029813037,-0.6790812432010244,0.9296642651457572,-0.3931279466653488,-0.3931084425376959,-1.020596366863681,-0.3095503285162594,0.2117198750395452,0.6859943405700352,-1.480628857295694,-1.480628857295694,0.0,1.057561992957096,-0.3699530020343881,-0.5569155910281014,0.5055348670343088,-0.1795609787499859,1.3412890852537356,1
0.8794119519689809,-0.6790812432010244,-0.0625988606768988,-0.8799450272316315,-0.8799217763262982,3.4891601290618337,-0.3095503285162594,-0.6667858305187336,-1.4577379737113252,0.5715247910697858,0.5715247910697858,0.0,-0.6236321526675035,-0.8621826340309588,-0.5569155910281014,-0.4619959789643684,1.7443066507141491,-0.4674228386099032,0
1.1154956974640091,-0.2465454195061044,1.2920560154462055,-0.8799450272316315,-0.8799217763262982,0.8514923183153512,-0.3095503285162594,1.3537772922653075,-1.4577379737113252,-0.1125264250520407,-0.1125264250520407,0.0,-0.2146930361642225,-0.717271927714727,-0.5569155910281014,1.9568311360323247,-0.8208501885713644,-0.4674228386099032,0
0.9974538247164952,-0.6790812432010244,-1.3395983617356213,-0.043762888908805,-0.0437460736621569,0.3331114634693449,-0.3095503285162594,-1.0181881127420451,0.6859943405700352,-0.7965776411738674,-0.7965776411738674,0.0,-0.1238176769412711,0.1050910264312678,0.1570787564438234,0.5055348670343088,1.7443066507141491,-0.4674228386099032,1
-0.5370905210011898,1.0510620515786553,-0.4595041110059612,-0.7063689983934546,-0.7063470834124688,-0.928372949528741,-0.3095503285162594,0.9145244394861684,0.6859943405700352,1.529196493640343,1.529196493640343,0.0,0.1033707211161071,-0.128293712877451,0.1570787564438234,-0.4619959789643684,-0.1795609787499859,-0.4674228386099032,0
